time,HD_PZ1_O,HD_PZ2_O,HD_PZ3_O,HD_PZ4_O,HD_PZ5_O,HD_PZ6_O,HD_PZ7_O,HD_PZ8_O,HD_PZ9_O,HD_PZ10_O,HD_PZ11_O,HD_PZ12_O_1_24_23
1.000000000000,37.20690269,37.20409815,37.19930727,37.21164307,37.24450642,37.27595882,37.22185012,37.26766571,37.18640354,37.21397729,37.26466951,37.20710923
2.000000000000,36.70095556,36.81580790,36.85467218,36.83464049,36.90207350,36.95867200,36.91581939,36.95011682,36.87828120,36.89974935,36.94766322,36.74774856
